"image","prediction","caption_1","caption_2","caption_3","caption_4","caption_5","bleu_avg","bleu_max","bleu_min","meteor_avg","meteor_max","meteor_min","rouge_avg","rouge_max","rouge_min"
"NWPU_31430.jpg","an aerial view of the aircraft","A gray plane on the runway and the lawn beside .","A grey plane is on the runway by the lawn .","There is an airplane on the runway with a large lawn by the runway .","A plane is parked on the runway next to the grass .","There is a plane on the runway beside the grass .","0","0","0","0.051527755559110544","0.07092198581560284","0.043859649122807015","0.13852941176470587","0.2","0.11764705882352942"
"NWPU_31431.jpg","aircraft on the flight line","Three small planes parked in a line on the airport and a big plane behind them .","There are four aircraft on the open ground, The largest of which is three times as large as the smallest one .","There are many planes of different sizes in a clearing .","Four planes are parked on the runway .","Four planes of different sizes were on the marked ground .","0","0","0","0.14121681018474666","0.24350649350649353","0","0.20424908424908422","0.3333333333333333","0"
"NWPU_31432.jpg","a ##er sits on the tarmac .","A plane parked in a line on the airport with some marks .","A white plane was parked on the instruction line .","An airplane parked in an open area with many containers next to it .","A plane is parked on the open space .","There is 1 plane on the ground marked .","0","0","0","0.24819825236491902","0.3506944444444444","0.037037037037037035","0.28952380952380957","0.42857142857142855","0"
"NWPU_31433.jpg","airport is one of the world 's busiest","A small plane and a big plane parked next to boarding bridges .","A white plane and a gray plane parked at the boarding port  The white plane was about four times as large as the gray one .","Two planes of different sizes are neatly parked next to the buildings in the airport .","A large plane and a small plane are parked near the terminal .","Two planes are on the marked ground .","0","0","0","0.04850130491518052","0.09868421052631579","0","0.09357048748353096","0.1739130434782609","0"
"NWPU_31434.jpg","the twin planes were left side by side","Two planes parked next to boarding bridges .","Two aircraft were parked at the departure gates .","Two planes of different sizes are neatly parked next to the buildings in the airport .","Two planes are parked next to the terminal .","Two planes are on the marked ground .","0","0","0","0.0956017149615612","0.125","0.0625","0.12072463768115942","0.13333333333333333","0.08695652173913045"
"NWPU_31435.jpg","airport is one of the world 's most dangerous airports","Three planes parked next to boarding bridges of the striped terminal .","Three planes parked on white open space around the building .","Several planes of different sizes are neatly parked beside buildings in the airport .","Many planes are parked around the terminal .","There are three planes on the ground on either side of the building .","0","0","0","0.10278144783595064","0.15889830508474576","0.045871559633027525","0.15118986725124833","0.1904761904761905","0.10000000000000002"
"NWPU_31436.jpg","a view from above of the airport","Three planes parked on the open area .","Three planes parked on white open space with rows of cars next to the open space .","Three planes parked beside buildings inside the airport, Many cars parked next to the plane .","Three planes and many cars are parked on the open space .","There are three planes on the ground .","0","0","0","0.05901210787011557","0.06329113924050632","0.043478260869565216","0.15051132442436788","0.18181818181818182","0.1111111111111111"
"NWPU_31437.jpg","a long - haul aircraft is connected to a short - haul aircraft .","A plane parked on the open area and the passing plane behind it .","Here are two white planes, One of which has a dark blue tail .","There are two planes of different sizes on a clearing .","Two planes are parked on the runway .","Two planes are on the marked ground .","0","0","0","0.06866346207539675","0.08849557522123894","0.058139534883720936","0.05238095238095238","0.09523809523809525","0"
"NWPU_31438.jpg","aerial view of the terminal","A plane with the red mark and a white plane parked next to a boarding bridge while some facilities around them .","Here are two aircraft parked at the boarding port, And the larger one is five times as large as the smaller one .","Two planes of different sizes are neatly parked next to the buildings in the airport .","A large plane and a small plane are parked next to the terminal .","Two planes are on the marked ground .","0","0","0","0.06448678122964488","0.1431297709923664","0.022624434389140267","0.14797720797720798","0.2222222222222222","0.07407407407407407"
"NWPU_31439.jpg","a plane sits on the tarmac .","A plane parked on the airport while some orange facilities and white cars around them .","There is a white plane in the open space, Surrounded by two white cars and three orange cars .","An airplane parked in an open area with many containers next to it .","A plane and many cars are parked on the open space .","There is an airplane in the parking lot .","0","0","0","0.18827450912472826","0.3878260869565217","0.03759398496240601","0.2488795518207283","0.4705882352941177","0"
