"image","prediction","caption_1","caption_2","caption_3","caption_4","caption_5","bleu_avg","bleu_max","bleu_min","meteor_avg","meteor_max","meteor_min","rouge_avg","rouge_max","rouge_min"
"NWPU_31430.jpg","the green grass and blue sky","A gray plane on the runway and the lawn beside .","A grey plane is on the runway by the lawn .","There is an airplane on the runway with a large lawn by the runway .","A plane is parked on the runway next to the grass .","There is a plane on the runway beside the grass .","0","0","0","0.08102703567429212","0.13157894736842105","0.03546099290780142","0.19205882352941178","0.25","0.1"
"NWPU_31431.jpg","a large building with a lot of trees and a road in front of it .","Three small planes parked in a line on the airport and a big plane behind them .","There are four aircraft on the open ground, The largest of which is three times as large as the smallest one .","There are many planes of different sizes in a clearing .","Four planes are parked on the runway .","Four planes of different sizes were on the marked ground .","0","0","0","0.12101413284437416","0.22011834319526627","0.056818181818181816","0.09782078853046595","0.19354838709677422","0"
"NWPU_31432.jpg","The road is surrounded by green trees .","A plane parked in a line on the airport with some marks .","A white plane was parked on the instruction line .","An airplane parked in an open area with many containers next to it .","A plane is parked on the open space .","There is 1 plane on the ground marked .","0","0","0","0.14818930342554595","0.22471910112359547","0.07462686567164178","0.09938596491228069","0.13333333333333333","0"
"NWPU_31433.jpg","a city is a small town","A small plane and a big plane parked next to boarding bridges .","A white plane and a gray plane parked at the boarding port  The white plane was about four times as large as the gray one .","Two planes of different sizes are neatly parked next to the buildings in the airport .","A large plane and a small plane are parked near the terminal .","Two planes are on the marked ground .","0","0","0","0.0742773261065944","0.20776874435411022","0","0.1369175627240143","0.3333333333333333","0"
"NWPU_31434.jpg","a city and a city","Two planes parked next to boarding bridges .","Two aircraft were parked at the departure gates .","Two planes of different sizes are neatly parked next to the buildings in the airport .","Two planes are parked next to the terminal .","Two planes are on the marked ground .","0","0","0","0","0","0","0","0","0"
"NWPU_31435.jpg","the view of the building","Three planes parked next to boarding bridges of the striped terminal .","Three planes parked on white open space around the building .","Several planes of different sizes are neatly parked beside buildings in the airport .","Many planes are parked around the terminal .","There are three planes on the ground on either side of the building .","0","0","0","0.1623832177583951","0.2862595419847328","0.06493506493506494","0.27","0.4444444444444444","0.16666666666666666"
"NWPU_31436.jpg","A large building with a lot of cars parked in front of it .","Three planes parked on the open area .","Three planes parked on white open space with rows of cars next to the open space .","Three planes parked beside buildings inside the airport, Many cars parked next to the plane .","Three planes and many cars are parked on the open space .","There are three planes on the ground .","0","0","0","0.12721340582274263","0.18899700598802396","0.058139534883720936","0.12328407224958951","0.20689655172413793","0"
"NWPU_31437.jpg","The road is next to the green trees .","A plane parked on the open area and the passing plane behind it .","Here are two white planes, One of which has a dark blue tail .","There are two planes of different sizes on a clearing .","Two planes are parked on the runway .","Two planes are on the marked ground .","0","0","0","0.10756172839506173","0.1851851851851852","0.034722222222222224","0.09142857142857144","0.1904761904761905","0"
"NWPU_31438.jpg","a large building is near a road and a few trees .","A plane with the red mark and a white plane parked next to a boarding bridge while some facilities around them .","Here are two aircraft parked at the boarding port, And the larger one is five times as large as the smaller one .","Two planes of different sizes are neatly parked next to the buildings in the airport .","A large plane and a small plane are parked next to the terminal .","Two planes are on the marked ground .","0","0","0","0.11999170166218223","0.26956521739130435","0.05952380952380953","0.11628787878787879","0.33333333333333337","0"
"NWPU_31439.jpg","a green tree is in the middle of a road .","A plane parked on the airport while some orange facilities and white cars around them .","There is a white plane in the open space, Surrounded by two white cars and three orange cars .","An airplane parked in an open area with many containers next to it .","A plane and many cars are parked on the open space .","There is an airplane in the parking lot .","0","0","0","0.20114015200857574","0.4043478260869566","0.10948905109489049","0.1970103519668737","0.33333333333333326","0.08695652173913043"
"NWPU_31441.jpg","the white boat is on the water","Two planes parked on the airport and the lawn beside .","Here are two aircraft parked in the open space, And the larger one is twice as large as the smaller one .","There are two planes of the same size on a clearing, With a large lawn next to the clearing .","Two planes are parked on the open space between the runway and the grass .","Two planes are on the marked ground .","0","0","0","0.12622181582397748","0.2373417721518987","0.07009345794392524","0.231307907778496","0.2857142857142857","0.19047619047619047"
"NWPU_31442.jpg","the color of the lines is a nice representation of the color of the lines .","Two adjacent planes parked on the open area with some white and yellow marks .","Two white planes stopped at the yellow line .","There are two planes of the same size in a clearing .","Two planes are parked on the open space .","Two planes are on the marked ground .","0","0","0","0.1601899877302594","0.2634593356242841","0.06622516556291391","0.11291137647959237","0.23076923076923075","0.0689655172413793"
"NWPU_31443.jpg","There are some buildings and a bridge in the area .","A small plane and a big plane parked next to boarding bridges while some white facilities around them .","Here are two aircraft parked at the boarding port, .","Two planes of different sizes are neatly parked next to the buildings in the airport .","Two planes are parked next to the terminal .","Two planes are in the parking lot next to the building .","0","0","0","0.19077735052671113","0.24","0.13636363636363635","0.2362639933166249","0.32","0.14285714285714285"
"NWPU_31444.jpg","the white train is on the side of the building","Three gray planes parked in a line on the airport .","The three airplanes parked on the black line .","There are three gray planes of the same size in a clearing .","Three gray planes are parked on the open space .","Three planes are on the marked ground .","0","0","0","0.1252334597778011","0.1648351648351648","0.09174311926605505","0.23219438971760953","0.33333333333333326","0.1818181818181818"
"NWPU_31445.jpg","The intersection is near the road .","Some planes of different sizes parked on the open area and another one on the runway .","Two planes are on the runway and four are parked on the ground .","There is a plane on the runway and three planes in the open space next to the runway .","Many gray planes are parked on the bare ground and on the runway .","There are six planes on the ground .","0","0","0","0.11165114776344928","0.12658227848101264","0.09375","0.18467672678198993","0.21052631578947367","0.15384615384615383"
"NWPU_31446.jpg","a large building with a square roof","A plane parked on the airport and a plane with the red mark on the runway .","The larger aircraft was on the black runway, And the smaller aircraft was parked on the yellow ground .","There is an airplane on the runway, An airplane in the open space next to the runway, And a few lawns next to the runway .","Two planes are parked on the open space .","Two planes are on the marked ground .","0","0","0","0.022611003861003863","0.09375","0","0.04728260869565217","0.17391304347826086","0"
"NWPU_31447.jpg","a car parked beside a building","Two blue planes parked on the airport and some lawns beside .","There are two blue-fuselaged planes in the open space in front of the lawn .","There are two blue fuselage planes in a clearing, With a large lawn next to the clearing .","Two blue and white planes are parked on the open space beside the grass and the runway .","Two planes are in the clearing next to the grass .","0","0","0","0.0407480565821333","0.08771929824561403","0","0.11662404092071613","0.23529411764705885","0"
"NWPU_31448.jpg","the building is located near the airport","Three planes parked on the airport while a building and some lawns beside .","There were three white aircraft on the ground, One of which was not on the same line as the other two .","There are many planes of the same size in a clearing, With a building next to the plane .","Three planes are parked on the runway next to the buildings .","Three planes are on the marked ground .","0","0","0","0.10256316636148635","0.19214703425229743","0.04672897196261682","0.18958730158730158","0.24","0.14285714285714285"
