"image","prediction","caption_1","caption_2","caption_3","caption_4","caption_5","bleu_avg","bleu_max","bleu_min","meteor_avg","meteor_max","meteor_min","rouge_avg","rouge_max","rouge_min"
"NWPU_31430.jpg","the view from the bridge in the city .","A gray plane on the runway and the lawn beside .","A grey plane is on the runway by the lawn .","There is an airplane on the runway with a large lawn by the runway .","A plane is parked on the runway next to the grass .","There is a plane on the runway beside the grass .","0","0","0","0.1298076923076923","0.13888888888888887","0.10416666666666666","0.21180223285486446","0.22222222222222224","0.18181818181818182"
"NWPU_31431.jpg","the - a-type of - 3d printed parts","Three small planes parked in a line on the airport and a big plane behind them .","There are four aircraft on the open ground, The largest of which is three times as large as the smallest one .","There are many planes of different sizes in a clearing .","Four planes are parked on the runway .","Four planes of different sizes were on the marked ground .","0","0","0","0.06539668327571241","0.14018691588785046","0.031055900621118012","0.1389842893679211","0.17391304347826086","0.11764705882352941"
"NWPU_31432.jpg","the most popular tags for this image include : architecture , building , city , architecture and city","A plane parked in a line on the airport with some marks .","A white plane was parked on the instruction line .","An airplane parked in an open area with many containers next to it .","A plane is parked on the open space .","There is 1 plane on the ground marked .","0","0","0","0.05437710437710439","0.10101010101010102","0","0.06913955609607784","0.09090909090909091","0"
"NWPU_31433.jpg","the new building will be located on the site of the old building .","A small plane and a big plane parked next to boarding bridges .","A white plane and a gray plane parked at the boarding port  The white plane was about four times as large as the gray one .","Two planes of different sizes are neatly parked next to the buildings in the airport .","A large plane and a small plane are parked near the terminal .","Two planes are on the marked ground .","0","0","0","0.10555908616732887","0.1744186046511628","0.03816793893129772","0.11615037593984963","0.2","0"
"NWPU_31434.jpg","a view of the city from the space shuttle .","Two planes parked next to boarding bridges .","Two aircraft were parked at the departure gates .","Two planes of different sizes are neatly parked next to the buildings in the airport .","Two planes are parked next to the terminal .","Two planes are on the marked ground .","0","0","0","0.10651543578372849","0.12987012987012989","0.06097560975609756","0.12205882352941178","0.25","0"
"NWPU_31435.jpg","a city in the city","Three planes parked next to boarding bridges of the striped terminal .","Three planes parked on white open space around the building .","Several planes of different sizes are neatly parked beside buildings in the airport .","Many planes are parked around the terminal .","There are three planes on the ground on either side of the building .","0","0","0","0.06771149710925432","0.1431297709923664","0.038167938931297704","0.15166666666666667","0.2222222222222222","0.1111111111111111"
"NWPU_31436.jpg","the most popular tags for this image include :","Three planes parked on the open area .","Three planes parked on white open space with rows of cars next to the open space .","Three planes parked beside buildings inside the airport, Many cars parked next to the plane .","Three planes and many cars are parked on the open space .","There are three planes on the ground .","0","0","0","0.045584045584045586","0.0617283950617284","0.0308641975308642","0.10844393592677345","0.13333333333333333","0.08333333333333333"
"NWPU_31437.jpg","the first of the ##st century","A plane parked on the open area and the passing plane behind it .","Here are two white planes, One of which has a dark blue tail .","There are two planes of different sizes on a clearing .","Two planes are parked on the runway .","Two planes are on the marked ground .","0","0","0","0.05626417451985871","0.07462686567164178","0.03496503496503496","0.14969635627530364","0.21052631578947367","0.10526315789473684"
"NWPU_31438.jpg","the park is located in the center of the city .","A plane with the red mark and a white plane parked next to a boarding bridge while some facilities around them .","Here are two aircraft parked at the boarding port, And the larger one is five times as large as the smaller one .","Two planes of different sizes are neatly parked next to the buildings in the airport .","A large plane and a small plane are parked next to the terminal .","Two planes are on the marked ground .","0","0","0","0.12548965822782157","0.19354838709677416","0.07177033492822965","0.13932394191898356","0.24","0.06451612903225806"
"NWPU_31439.jpg","the building is located on the left","A plane parked on the airport while some orange facilities and white cars around them .","There is a white plane in the open space, Surrounded by two white cars and three orange cars .","An airplane parked in an open area with many containers next to it .","A plane and many cars are parked on the open space .","There is an airplane in the parking lot .","0","0","0","0.09086559263131476","0.16304347826086957","0","0.16614141414141415","0.26666666666666666","0"
